timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1574959758915,526,www.amazon.com,200,OK,Thread Group 1-1,text,true,,94912,119,1,1,https://www.amazon.com/,306,0,215
1574959759443,613,www.kohls.com,200,OK,Thread Group 1-1,text,true,,396140,118,1,1,https://www.kohls.com/,288,0,149
1574959760060,533,www.walmart.com,200,OK,Thread Group 1-1,text,true,,195235,120,1,1,https://www.walmart.com/,420,0,135
1574959760595,1477,www.walgreens.com,200,OK,Thread Group 1-1,text,true,,1439862,122,1,1,https://www.walgreens.com/,289,0,141
1574959762075,346,www.homedepot.com,200,OK,Thread Group 1-1,text,true,,214456,122,1,1,https://www.homedepot.com/,245,0,138
1574959762424,658,www.wholefoods.com,200,OK,Thread Group 1-1,text,true,,128817,252,1,1,https://www.wholefoodsmarket.com/,223,0,193
1574959762424,223,www.wholefoods.com-0,301,Found,Thread Group 1-1,,true,,307,123,1,1,https://www.wholefoods.com/,223,0,193
1574959762648,434,www.wholefoods.com-1,200,OK,Thread Group 1-1,text,true,,128510,129,1,1,https://www.wholefoodsmarket.com/,331,0,289
1574959763083,471,www.apple.com,200,OK,Thread Group 1-1,text,true,,85404,118,1,1,https://www.apple.com/,412,0,378
1574959763555,471,www.samsung.com,200,OK,Thread Group 1-1,text,true,,220035,243,1,1,https://www.samsung.com/us/,175,0,136
1574959763555,175,www.samsung.com-0,301,Moved Permanently,Thread Group 1-1,,true,,414,120,1,1,https://www.samsung.com/,175,0,136
1574959763730,296,www.samsung.com-1,200,OK,Thread Group 1-1,text,true,,219621,123,1,1,https://www.samsung.com/us/,64,0,0
1574959764027,778,www.vizio.com,200,OK,Thread Group 1-1,text,true,,112214,243,1,1,https://www.vizio.com/en/home,296,0,149
1574959764027,296,www.vizio.com-0,301,Moved Permanently,Thread Group 1-1,text,true,,464,118,1,1,https://www.vizio.com/,296,0,149
1574959764324,481,www.vizio.com-1,200,OK,Thread Group 1-1,text,true,,111750,125,1,1,https://www.vizio.com/en/home,435,0,0
1574959764808,994,store.google.com,200,OK,Thread Group 1-1,text,true,,2028088,121,1,1,https://store.google.com/,269,0,182
1574959765803,371,www.sprint.com,200,OK,Thread Group 1-1,text,true,,244556,119,1,1,https://www.sprint.com/,255,0,163
1574959766175,284,www.verizon.com,200,OK,Thread Group 1-1,text,true,,52785,279,1,1,https://www.verizon.com/home/verizonglobalhome/ghp_landing.aspx,221,0,138
1574959766175,221,www.verizon.com-0,302,Found,Thread Group 1-1,,true,,177,120,1,1,https://www.verizon.com/,221,0,138
1574959766396,63,www.verizon.com-1,200,OK,Thread Group 1-1,text,true,,52608,159,1,1,https://www.verizon.com/home/verizonglobalhome/ghp_landing.aspx,36,0,0
1574959766460,386,www.samsclub.com,200,OK,Thread Group 1-1,text,true,,312674,121,1,1,https://www.samsclub.com/,254,0,173
